,All patients,Ideal,NIHSS < 5,Estimated onset time,mRS > 2,Age > 80,Arrival-to-scan 60-90,Haemorrhagic,Used AF anticoagulants,Onset-to-arrival time 150-180,Onset during sleep,NIHSS + Precise,NIHSS + Disability,Precise + Disability,NIHSS + Precise + Disability
SBRDX1922J,27.13,100.0,5.659369994660972,4.165561156805519,10.700197238658777,21.418439716312058,7.35930735930736,0.0,0.3303055326176713,18.488253319713994,0.0,0.0,0.0,0.0,0.0
SBYTE4026H,25.53,100.0,4.271222637479979,11.063942690368798,5.424063116370808,20.070921985815605,2.886002886002886,0.0,1.568951279933939,20.42900919305414,0.2364066193853428,0.26702269692923897,0.0,0.944386149003148,0.0
SJVFI6669M,27.650000000000002,100.0,5.232247730912974,6.8718492968957285,11.094674556213018,22.43498817966903,5.916305916305916,0.0,0.990916597853014,19.71399387129724,0.2364066193853428,0.0,0.0,0.0,0.0
SMVTP6284P,36.34,100.0,7.848371596369461,19.739984080657997,27.958579881656803,33.40425531914894,8.946608946608947,0.0,5.615194054500413,29.826353421859043,0.7092198581560284,1.7356475300400533,0.4008016032064128,15.739769150052465,0.0
SQGXB9559U,23.0,99.3103448275862,2.936465563267485,4.881931546829398,10.502958579881657,18.55791962174941,6.0606060606060606,0.0,1.1560693641618496,18.181818181818183,0.0,0.06675567423230974,0.0,2.5183630640083945,0.0
TBZOA3799I,31.900000000000002,100.0,9.343299519487454,9.89652427699655,14.053254437869821,25.460992907801415,8.658008658008658,0.0,5.367464905037159,23.493360572012257,0.0,0.0,0.6012024048096193,1.049317943336831,0.0
TFSJP6914B,23.76,100.0,5.659369994660972,1.1939506500397985,7.6923076923076925,17.94326241134752,6.782106782106783,0.0,0.0,11.031664964249234,0.0,0.06675567423230974,0.2004008016032064,0.0,0.0
TKRKH4920C,21.09,97.93103448275862,1.788574479444741,3.0246749801008224,1.9230769230769231,15.295508274231679,3.0303030303030303,0.0,1.2386457473162675,14.300306435137896,0.0,0.0,0.0,0.0,0.0
TMQMS4307W,26.950000000000003,100.0,5.392418579818473,6.208543380206952,7.495069033530571,20.99290780141844,6.349206349206349,0.0,0.2477291494632535,19.20326864147089,0.0,0.06675567423230974,0.0,0.0,0.0
TPFFP4410O,32.26,100.0,7.714895888948211,10.957813743698594,17.11045364891519,26.57210401891253,6.493506493506493,0.0,5.202312138728324,23.595505617977526,0.2364066193853428,0.13351134846461948,0.2004008016032064,1.7838405036726128,0.0
TPXYE0168D,39.62,100.0,25.280298985584626,6.102414433536747,23.422090729783037,32.74231678486997,16.161616161616163,0.0,15.772089182493806,28.907048008171603,0.0,0.06675567423230974,5.410821643286573,2.8331584470094437,0.0
TQQYU0036V,28.64,99.3103448275862,4.7250400427122266,4.298222340143274,17.159763313609467,24.680851063829788,8.658008658008658,0.0,2.064409578860446,20.531154239019408,0.2364066193853428,0.0,0.6012024048096193,0.5246589716684155,0.0
TXHRP7672C,27.3,100.0,5.285638013881474,6.500397983550013,10.650887573964498,21.86761229314421,7.07070707070707,0.0,1.486374896779521,17.160367722165475,0.0,0.06675567423230974,0.0,0.1049317943336831,0.0
TXYJJ1019H,29.509999999999998,100.0,6.727175654030966,8.835234810294509,13.708086785009863,24.2080378250591,5.627705627705628,0.0,3.137902559867878,24.004085801838613,0.9456264775413712,0.7343124165554071,0.4008016032064128,2.6232948583420774,0.0
UALFR2142B,30.580000000000002,100.0,10.250934329951948,3.157336163438578,15.532544378698224,25.319148936170212,13.997113997113997,0.0,4.376548307184145,21.961184882533196,0.0,0.06675567423230974,0.8016032064128256,0.0,0.0
UIWEN7236N,27.12,100.0,5.92632140950347,6.155478906871849,9.812623274161735,20.78014184397163,5.772005772005772,0.0,1.7341040462427744,19.918283963227783,0.0,0.06675567423230974,0.0,0.7345225603357817,0.0
UJETD9177J,31.15,100.0,5.739455419113721,12.151764393738391,14.891518737672586,25.508274231678485,6.926406926406926,0.0,4.293971924029727,21.552604698672116,0.0,0.33377837116154874,0.0,3.147953830010493,0.0
UMYTD3128E,28.720000000000002,100.0,6.353443673251469,7.986203236932873,11.93293885601578,21.98581560283688,5.916305916305916,0.0,2.312138728323699,20.020429009193055,0.2364066193853428,0.13351134846461948,0.0,1.049317943336831,0.0
UWCEW6851O,33.410000000000004,100.0,8.30218900160171,12.3640222870788,18.58974358974359,29.125295508274228,9.956709956709958,0.0,6.5235342691990095,23.6976506639428,0.2364066193853428,0.6675567423230975,0.2004008016032064,3.4627492130115427,0.0
VKHPY9501A,30.330000000000002,100.0,7.688200747463962,9.10055717697002,13.214990138067062,21.44208037825059,8.369408369408369,0.0,2.8075970272502064,20.633299284984677,0.0,0.13351134846461948,0.2004008016032064,0.7345225603357817,0.0
VKKDD9172T,45.269999999999996,100.0,21.623064602242394,18.333775537277795,38.41222879684418,43.758865248226954,19.913419913419915,0.0,24.02972749793559,36.67007150153218,0.7092198581560284,2.0026702269692924,10.62124248496994,13.85099685204617,0.0
VUHVS8909F,27.560000000000002,100.0,5.178857447944473,8.702573626956752,7.544378698224852,21.39479905437352,5.916305916305916,0.0,1.568951279933939,20.224719101123593,0.0,0.0,0.0,0.2098635886673662,0.0
VVDIY0129H,23.59,100.0,5.419113721302723,5.3064473335102145,5.96646942800789,18.203309692671397,1.7316017316017316,0.0,0.5780346820809248,18.794688457609805,0.0,0.13351134846461948,0.0,0.3147953830010493,0.0
VZOCK3505U,33.29,100.0,10.464495461825948,9.710798620323693,19.62524654832347,28.676122931442084,6.926406926406926,0.0,6.6061106523534265,24.20837589376915,0.0,0.4005340453938585,1.402805611222445,2.9380902413431267,0.0
